date,CEF.TO,CGL-C.TO,HDIV.TO,TEC.TO,VAB.TO,VBAL.TO,VCN.TO,VDY.TO,VEE.TO,VEQT.TO,VFV.TO,VGRO.TO,VIU.TO,VRE.TO,VUN.TO,XBAL.TO,XBB.TO,XEC.TO,XEF.TO,XEI.TO,XEQT.TO,XGD.TO,XGRO.TO,XIC.TO,XQQ.TO,XRE.TO,XUS.TO,XUU.TO,ZAG.TO,ZBAL.TO,ZCN.TO,ZDV.TO,ZEA.TO,ZEM.TO,ZEQT.TO,ZGRO.TO,ZQQ.TO,ZRE.TO,ZSP.TO,ZWC.TO,ZWU.TO
2015-08-11,,12.920000076293945,,,19.20620346069336,,21.7255802154541,18.82904052734375,22.882083892822266,,41.87836837768555,,,18.795589447021484,33.549983978271484,16.319629669189453,23.363527297973633,17.476221084594727,21.691659927368164,11.613314628601074,,7.497779369354248,14.46923542022705,16.872180938720703,12.639376640319824,9.523736000061035,14.574271202087402,18.221158981323242,11.437292098999023,,13.942556381225586,10.690617561340332,13.374918937683105,12.921738624572754,,,34.299964904785156,11.152117729187012,25.949508666992188,,6.336453437805176
2015-08-12,,12.989999771118164,,,19.20620346069336,,21.643144607543945,18.758251190185547,22.31488800048828,,41.46450424194336,,,18.90479278564453,33.21797561645508,16.250804901123047,23.327186584472656,17.070343017578125,21.32657814025879,11.625271797180176,,7.929108142852783,14.407888412475586,16.805753707885742,12.666353225708008,9.608550071716309,14.437582969665527,17.988874435424805,11.416101455688477,,13.885208129882812,10.690617561340332,13.09145736694336,12.610746383666992,,,34.42732238769531,11.257994651794434,25.71720314025879,,6.390231132507324
2015-08-13,,12.949999809265137,,,19.176877975463867,,21.48576545715332,18.578081130981445,22.446979522705078,,41.74903106689453,,,18.843360900878906,33.42766189575195,16.327272415161133,23.327186584472656,17.20303726196289,21.501514434814453,11.511649131774902,,7.562018394470215,14.407888412475586,16.672903060913086,12.639376640319824,9.535855293273926,14.510196685791016,18.049095153808594,11.409029960632324,,13.820695877075195,10.61734676361084,13.225730895996094,12.774017333984375,,,34.339149475097656,11.175647735595703,25.880678176879883,,6.363346576690674
2015-08-14,,12.930000305175781,,,19.1915340423584,,21.55321502685547,18.623126983642578,22.516902923583984,,41.97323226928711,,,18.850181579589844,33.62862014770508,16.37316131591797,23.348989486694336,17.273283004760742,21.577571868896484,11.511649131774902,,7.470248222351074,14.377211570739746,16.73195457458496,12.662981986999512,9.517675399780273,14.608439445495605,18.14373016357422,11.430228233337402,,13.863709449768066,10.630670547485352,13.285404205322266,12.766242980957031,,,34.41753387451172,11.158001899719238,26.018335342407227,,6.3991923332214355
2015-08-17,,12.989999771118164,,,19.213531494140625,,21.55321502685547,18.500856399536133,22.299346923828125,,42.18014144897461,,,18.877479553222656,33.62862014770508,16.37316131591797,23.334457397460938,17.273283004760742,21.516727447509766,11.481755256652832,,7.727210521697998,14.377211570739746,16.68766212463379,12.713565826416016,9.541911125183105,14.672513961791992,18.14373016357422,11.437292098999023,,13.806356430053711,10.584039688110352,13.203350067138672,12.634069442749023,,,34.67225646972656,11.169766426086426,26.138790130615234,,6.421602249145508
2015-08-18,,12.960000038146973,,,19.132888793945312,,21.55321502685547,18.507286071777344,21.988555908203125,,41.981834411621094,,,19.054929733276367,33.62862014770508,16.327272415161133,23.29085922241211,17.273283004760742,21.577571868896484,11.421955108642578,,7.6170830726623535,14.331210136413574,16.621246337890625,12.703448295593262,9.6206693649292,14.608439445495605,18.14373016357422,11.401971817016602,,13.763343811035156,10.564058303833008,13.285404205322266,12.463024139404297,,,34.515499114990234,11.257994651794434,26.02694320678711,,6.381269931793213
2015-08-19,,13.25,,,19.23552894592285,,21.500757217407227,18.301374435424805,21.84869956970215,,41.91287612915039,,,18.897968292236328,33.81209182739258,16.250804901123047,23.399869918823242,17.085952758789062,21.516727447509766,11.290390014648438,,7.892398357391357,14.323541641235352,16.46623992919922,12.612397193908691,9.566143035888672,14.672513961791992,18.264169692993164,11.444360733032227,,13.648653030395508,10.430849075317383,13.203350067138672,12.393052101135254,,,34.290164947509766,11.193289756774902,25.97532081604004,,6.349902629852295
2015-08-20,,13.380000114440918,,,19.20620346069336,,21.395835876464844,17.934558868408203,21.398054122924805,,40.84369659423828,,,18.62496566772461,33.63734817504883,16.18962860107422,23.399869918823242,16.820571899414062,21.296161651611328,11.087071418762207,,8.176894187927246,14.039831161499023,16.111968994140625,12.349359512329102,9.402567863464355,14.608439445495605,18.229755401611328,11.458483695983887,,13.361917495727539,10.224355697631836,13.106372833251953,12.144256591796875,,,33.467201232910156,11.028597831726074,25.330018997192383,,6.242353916168213
2015-08-21,,13.579999923706055,,,19.250181198120117,,20.316680908203125,17.619247436523438,20.908554077148438,,39.83489990234375,,,18.24960708618164,32.02101516723633,15.960198402404785,23.436208724975586,15.977585792541504,20.353042602539062,10.93159008026123,,8.020879745483398,13.794458389282227,15.787225723266602,11.765951156616211,9.220817565917969,13.88228988647461,17.61034393310547,11.451421737670898,,13.08951473236084,10.05117130279541,12.569287300109863,11.872138977050781,,,31.91924285888672,10.75803279876709,24.701934814453125,,6.170647144317627
2015-08-24,,13.550000190734863,,,19.242855072021484,,20.316680908203125,17.11087417602539,20.100494384765625,,38.49844741821289,,,17.573951721191406,32.02101516723633,15.611318588256836,23.39613914489746,15.977585792541504,20.353042602539062,10.54349422454834,,7.470248222351074,13.312060356140137,15.31485652923584,11.378137588500977,8.908651351928711,13.88228988647461,17.61034393310547,11.465545654296875,,12.745434761047363,9.724799156188965,12.569287300109863,11.530047416687012,,,30.792564392089844,10.446290016174316,24.048036575317383,,5.968998432159424
2015-08-25,,13.460000038146973,,,19.140235900878906,,19.709653854370117,17.374717712402344,20.473440170288086,,38.26564025878906,,,17.976606369018555,30.91143226623535,15.69566535949707,23.294151306152344,15.345355987548828,19.93472671508789,10.657638549804688,,7.259171962738037,13.442642211914062,15.410810470581055,11.21289348602295,8.987757682800293,13.42951488494873,16.775856018066406,11.366647720336914,,12.824286460876465,9.858015060424805,12.226152420043945,11.724419593811035,,,30.46925926208496,10.546281814575195,23.738298416137695,,5.919703483581543
2015-08-26,,13.329999923706055,,,19.000944137573242,,19.87451934814453,17.722204208374023,21.048410415649414,,39.62796401977539,,,17.915180206298828,30.762893676757812,15.664999008178711,23.082927703857422,15.75123405456543,20.193323135375977,10.933987617492676,,6.892084121704102,13.442642211914062,15.698657989501953,11.789555549621582,9.145970344543457,13.327000617980957,16.638200759887695,11.317776679992676,,12.960485458374023,10.031903266906738,12.46485424041748,11.942112922668457,,,31.938827514648438,10.740158081054688,24.581478118896484,,6.026991367340088
2015-08-27,,13.1899995803833,,,18.984785079956055,,20.144311904907227,18.126893997192383,21.69330596923828,,40.30049514770508,,,18.288190841674805,31.75016975402832,15.887359619140625,23.09749984741211,16.18053436279297,20.59642791748047,11.264412879943848,,7.204107284545898,13.903535842895508,16.148874282836914,12.089690208435059,9.255502700805664,13.79258918762207,17.20599937438965,11.331941604614258,,13.333243370056152,10.299418449401855,12.70356273651123,12.245329856872559,,,32.82057571411133,10.828821182250977,24.968658447265625,,6.184764385223389
2015-08-28,,13.399999618530273,,,18.962738037109375,,20.886234283447266,18.262653350830078,21.335895538330078,,40.248775482177734,,,18.172056198120117,32.29185485839844,15.98703670501709,23.112058639526367,16.44591522216797,20.64967155456543,11.342509269714355,,7.451893329620361,13.849763870239258,16.25220489501953,12.099807739257812,9.19465160369873,13.94636058807373,17.472692489624023,11.310696601867676,,13.45510482788086,10.419803619384766,12.64388370513916,12.159806251525879,,,32.7324104309082,10.811091423034668,24.951444625854492,,6.220828533172607
2015-08-31,,13.270000457763672,,,18.940692901611328,,20.886234283447266,18.346696853637695,21.211576461791992,,39.82627868652344,,,18.11058235168457,32.29185485839844,15.971698760986328,23.06107521057129,16.44591522216797,20.64967155456543,11.4866943359375,,7.332589149475098,13.834404945373535,16.207916259765625,11.964917182922363,9.152058601379395,13.94636058807373,17.472692489624023,11.282365798950195,,13.46227741241455,10.5000581741333,12.64388370513916,12.167581558227539,,,32.51686477661133,10.805179595947266,24.68472671508789,,6.198288917541504
2015-09-01,,13.40999984741211,,,18.999473571777344,,20.886234283447266,17.764869689941406,20.473440170288086,,38.89506530761719,,,17.967113494873047,32.29185485839844,15.780012130737305,23.119342803955078,16.44591522216797,20.64967155456543,11.102206230163574,,7.204107284545898,13.519462585449219,15.824125289916992,11.560239791870117,9.072945594787598,13.94636058807373,17.472692489624023,11.296533584594727,,13.11818790435791,10.179037094116211,12.64388370513916,11.794391632080078,,,31.448978424072266,10.686965942382812,24.099658966064453,,6.058543682098389
2015-09-02,,13.369999885559082,,,18.977436065673828,,20.871244430541992,17.803668975830078,20.89301300048828,,39.6365852355957,,,18.185710906982422,31.968597412109375,15.833683967590332,23.068359375,16.39127540588379,20.383466720581055,11.126230239868164,,7.158223628997803,13.611644744873047,15.890549659729004,11.681644439697266,9.127716064453125,13.878018379211426,17.32644271850586,11.289443969726562,,13.154032707214355,10.165657997131348,12.531991958618164,12.004310607910156,,,32.193565368652344,10.781537055969238,24.5212459564209,,6.017976760864258
2015-09-03,,13.210000038146973,,,18.970088958740234,,20.309188842773438,17.958816528320312,20.861942291259766,,39.5848503112793,,,18.34284019470215,31.129840850830078,15.864359855651855,23.068359375,15.876123428344727,19.851062774658203,11.228363037109375,,6.993032932281494,13.634681701660156,15.94959545135498,11.843514442443848,9.249420166015625,13.51921558380127,16.818866729736328,11.30361270904541,,13.232885360717773,10.27935791015625,12.144096374511719,11.996536254882812,,,32.242549896240234,10.893843650817871,24.495437622070312,,6.085592269897461
2015-09-04,,13.229999542236328,,,19.014163970947266,,20.369144439697266,17.784265518188477,20.372440338134766,,39.22272872924805,,,18.090068817138672,31.37448501586914,15.787677764892578,23.13391876220703,15.67318344116211,19.790220260620117,11.150263786315918,,7.020564079284668,13.465696334838867,15.816742897033691,11.701874732971191,9.10338020324707,13.664444923400879,16.947906494140625,11.317776679992676,,13.132529258728027,10.205785751342773,12.106799125671387,11.68554401397705,,,31.860456466674805,10.728336334228516,24.25452995300293,,6.026991367340088
2015-09-08,,13.229999542236328,,,18.903966903686523,,20.369144439697266,17.958816528320312,20.924089431762695,,39.921112060546875,,,18.144723892211914,31.37448501586914,15.895023345947266,23.046520233154297,15.67318344116211,19.790220260620117,11.246387481689453,,6.993032932281494,13.665413856506348,16.008636474609375,12.025617599487305,9.121625900268555,13.664444923400879,16.947906494140625,11.289443969726562,,13.254385948181152,10.272673606872559,12.106799125671387,11.988761901855469,,,32.67362976074219,10.751980781555176,24.76216697692871,,6.054038047790527
